idContrato,codigo_contratacion,estado,objeto_contratacion,entidad,ruc_entidad,departamento,provincia,distrito,fecha_publicacion,fecha_vencimiento,tiempo_restante_texto,moneda,monto_referencial,descripcion,enlace_publico,enlace_requerimiento,requerimiento_consultado,fecha_ultima_actualizacion,fecha_vencimiento_raw
95351,CM-878-2026-HRC-UL-ADQ,Vigente,Servicio,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-17T16:24:57-05:00,2026-09-18T12:00:00-05:00,17 h restantes,,,CONTRATACION DEL SERVICIO DE MEDICOS ESPECIALISTAS EN GERIATRIA (EXP. 18285),https://prod6.seace.gob.pe/buscador-publico/contrataciones/95351,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378586,1,2026-09-17T18:32:47-05:00,18/09/2026 12:00:00
95348,CM-877-2026-HRC-UL-ADQ,Vigente,Servicio,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-17T16:21:41-05:00,2026-09-18T12:00:00-05:00,17 h restantes,,,CONTRATACION DEL SERVICIO DE PERSONAL MEDICO ESPECIALISTA EN CARDIOLOGIA (EXP. 18286),https://prod6.seace.gob.pe/buscador-publico/contrataciones/95348,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378556,1,2026-09-17T18:32:47-05:00,18/09/2026 12:00:00
95313,CM-962-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-17T16:16:12-05:00,2026-09-21T09:00:00-05:00,"3 d, 14 h restantes",,,REQUERIMIENTO DE PILAS PARA EL SERVICIO DE NEONATOLOGIA DEL HRGDV COT 744.,https://prod6.seace.gob.pe/buscador-publico/contrataciones/95313,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378489,1,2026-09-17T18:32:47-05:00,21/09/2026 09:00:00
94854,CM-37161801-2026-BN,Vigente,Servicio,BANCO DE LA NACION,,CUSCO,CUSCO,CUSCO,2026-09-17T16:13:15-05:00,2026-09-21T14:00:00-05:00,"3 d, 19 h restantes",,,SERVICIO DE MANTENIMIENTO CORRECTIVO PARA EL VEHÍCULO DE PLACA EGT-634 ASIGNADO A LA AGENCIA 1 CUSCO DE LA SUBGERENCIA MACRO REGIÓN IV CUSCO,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94854,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376472,1,2026-09-17T18:32:47-05:00,21/09/2026 14:00:00
95314,CM-133-2026-UZCUS,Vigente,Bien,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),,CUSCO,CUSCO,WANCHAQ,2026-09-17T15:54:24-05:00,2026-09-20T23:00:00-05:00,"3 d, 4 h restantes",,,"ADQUISICIÓN DE REPUESTOS SUMINISTROS LUBRICANTES PARA USO DE LA CAMIONETA DE
PLACA EGJ-323 DE MARCA NISSAN NAVARA",https://prod6.seace.gob.pe/buscador-publico/contrataciones/95314,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378405,1,2026-09-17T18:32:47-05:00,20/09/2026 23:00:00
95338,CM-876-2026-HRC-UL-ADQ,Vigente,Servicio,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-17T15:47:54-05:00,2026-09-18T12:00:00-05:00,17 h restantes,,,CONTRATACION DEL SERVICIO ESPECIALIZADO EN CIRUGIA ONCOLOGICA (EXP. 18798),https://prod6.seace.gob.pe/buscador-publico/contrataciones/95338,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378421,1,2026-09-17T18:32:47-05:00,18/09/2026 12:00:00
95295,CM-1365-2026-GRA/AUTODEMA,Vigente,Servicio,GOBIERNO REGIONAL DE AREQUIPA - PROYECTO ESPECIAL MAJES-SIGUAS  AUTODEMA,,CUSCO,ESPINAR,CONDOROMA,2026-09-17T15:42:32-05:00,2026-09-18T12:00:00-05:00,17 h restantes,,,SERVICIO DE CONTROL DE CALIDAD DE INFRAESTRUCTURAS PEDIDO 830,https://prod6.seace.gob.pe/buscador-publico/contrataciones/95295,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378389,1,2026-09-17T18:32:47-05:00,18/09/2026 12:00:00
95305,CM-875-2026-HRC-UL-ADQ,Vigente,Bien,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-17T15:28:28-05:00,2026-09-18T14:00:00-05:00,19 h restantes,,,ADQUISICION DE MODULO RESPIRATORIO Y DE GASES DE ANESTESIA PARA MAQUINA DE ANESTESIA (EXP. 19775),https://prod6.seace.gob.pe/buscador-publico/contrataciones/95305,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378328,1,2026-09-17T18:32:47-05:00,18/09/2026 14:00:00
95279,CM-132-2026-UZCUS,Vigente,Bien,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),,CUSCO,CUSCO,WANCHAQ,2026-09-17T15:28:21-05:00,2026-09-20T23:00:00-05:00,"3 d, 4 h restantes",,,ADQUISICIÓN DE REPUESTOS SUMINISTROS LUBRICANTES PARA USO DE LA CAMIONETA DE PLACA EGJ-230 DE MARCA NISSAN NAVARA,https://prod6.seace.gob.pe/buscador-publico/contrataciones/95279,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378292,1,2026-09-17T18:32:47-05:00,20/09/2026 23:00:00
95307,CM-961-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-17T15:25:11-05:00,2026-09-18T13:00:00-05:00,18 h restantes,,,REQUERIMIENTO DE TONER PARA CONSULTORIO EXTERNO. COT-746,https://prod6.seace.gob.pe/buscador-publico/contrataciones/95307,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378350,1,2026-09-17T18:32:47-05:00,18/09/2026 13:00:00
95253,CM-1505-2026-AGROMERCADO,Vigente,Servicio,AGROMERCADO,,APURIMAC,ABANCAY,ABANCAY,2026-09-17T14:26:10-05:00,2026-09-18T14:30:00-05:00,23 h restantes,,,SERVICIO ESPECIALIZADO EN DIFUSION Y SENSIBILIZACION DE INFORMACION AGRARIA PARA LA CADENA DE FIBRA DE ALPACA - REGION APURIMAC,https://prod6.seace.gob.pe/buscador-publico/contrataciones/95253,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378177,1,2026-09-17T15:19:02-05:00,18/09/2026 14:30:00
95231,CM-874-2026-HRC-UL-ADQ,Vigente,Bien,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-17T12:56:39-05:00,2026-09-21T09:00:00-05:00,"3 d, 17 h restantes",,,ADQUISICION DE SENSOR TRANSDUCTOR DE LINE ARTERIAL PARA MONITOREO INVASIVO ADULTO (EXP. 13461),https://prod6.seace.gob.pe/buscador-publico/contrataciones/95231,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378077,1,2026-09-17T15:19:02-05:00,21/09/2026 09:00:00
95240,CM-873-2026-HRC-UL-ADQ,Vigente,Bien,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-17T12:47:42-05:00,2026-09-21T09:00:00-05:00,"3 d, 17 h restantes",,,ADQUISICION DE BOLSAS DE INFUSION A PRESION (PRESURIZADORES DE INFUSION) (EXP. 16033),https://prod6.seace.gob.pe/buscador-publico/contrataciones/95240,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/378078,1,2026-09-17T15:19:02-05:00,21/09/2026 09:00:00
95195,CM-872-2026-HRC-UL-ADQ,Vigente,Bien,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-17T12:12:47-05:00,2026-09-21T09:00:00-05:00,"3 d, 17 h restantes",,,ADQUISICION DE NITROGENO LIQUIDO PARA EL BANCO DE TUMORES (EXP. 19936),https://prod6.seace.gob.pe/buscador-publico/contrataciones/95195,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377995,1,2026-09-17T15:19:02-05:00,21/09/2026 09:00:00
95211,CM-871-2026-HRC-UL-ADQ,Vigente,Bien,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-17T12:03:29-05:00,2026-09-21T09:00:00-05:00,"3 d, 17 h restantes",,,"ADQUISICION INSUMOS QUIMICOS Y OTROS, PARA CONTROL INTEGRADO DE INSECTOS VECTORES Y ARTROPODOS (EXP. 20255)",https://prod6.seace.gob.pe/buscador-publico/contrataciones/95211,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377978,1,2026-09-17T15:19:02-05:00,21/09/2026 09:00:00
95206,CM-870-2026-HRC-UL-ADQ,Vigente,Bien,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-17T11:55:09-05:00,2026-09-21T09:00:00-05:00,"3 d, 21 h restantes",,,ADQUISICION DE AIRE MEDICINAL COMPRIMIDO (EXP. 20260),https://prod6.seace.gob.pe/buscador-publico/contrataciones/95206,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377947,1,2026-09-17T11:57:19-05:00,21/09/2026 09:00:00
95191,CM-97-2026-UO 0875,Vigente,Servicio,EJERCITO PERUANO,,CUSCO,LA CONVENCION,SANTA ANA,2026-09-17T11:53:21-05:00,2026-09-17T20:00:00-05:00,8 h restantes,,,SERVICIO DE FLETES (TRANSPORTE TERRESTRE Y FLUVIAL) PARA EL TRASLADO DE ARTÍCULOS CLASE I (VÍVERES SECOS) Y CLASE III (COMBUSTIBLE) PARA EL MES DE SETIEMBRE Y OCTUBRE PARA EL BCT N° 334 DE LA 33ª BRIG INF¿,https://prod6.seace.gob.pe/buscador-publico/contrataciones/95191,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377908,1,2026-09-17T11:57:19-05:00,17/09/2026 20:00:00
95130,CM-959-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-17T10:22:28-05:00,2026-09-21T11:00:00-05:00,"3 d, 23 h restantes",,,REQUERIMIENTO DE MEDICAMENTO (DEXTROSA) PARA EL DEPARTAMENTO DE FARMACIA. COT-741,https://prod6.seace.gob.pe/buscador-publico/contrataciones/95130,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377664,1,2026-09-17T11:57:19-05:00,21/09/2026 11:00:00
95053,CM-869-2026-HRC-UL-ADQ,Vigente,Bien,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-16T18:32:51-05:00,2026-09-21T09:00:00-05:00,"4 d, 13 h restantes",,,ADQUISICION DE SUCEDANEO DE LA LECHE MATERNA (EXP. 19128),https://prod6.seace.gob.pe/buscador-publico/contrataciones/95053,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377325,1,2026-09-16T19:29:04-05:00,21/09/2026 09:00:00
95027,CM-95-2026-UZAYA,Vigente,Servicio,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,2026-09-16T17:37:54-05:00,2026-09-18T15:00:00-05:00,"1 d, 19 h restantes",,,"SERVICIO DE RESIDENCIA PARA EL MANTENIMIENTO RUTINARIO DE LA CARRETERA PAVIMENTADA ANDAHUAYLAS (EMP. PE-3S) - PAMPACHIRI - NEGROMAYO (EMP. PE-30A), RUTA PE-30B",https://prod6.seace.gob.pe/buscador-publico/contrataciones/95027,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377196,1,2026-09-16T19:29:04-05:00,18/09/2026 15:00:00
95022,CM-868-2026-HRC-UL-ADQ,Vigente,Servicio,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-16T17:11:19-05:00,2026-09-18T12:00:00-05:00,"1 d, 16 h restantes",,,"CONTRATACION DEL SERVICIO DE IMPRESION Y ELABORACION MATERIAL INFORMATIVO, TRIPTICOS, BANNER, REGISTROS, FICHAS PARA NOTIFICACIONES (EXP. 7090)",https://prod6.seace.gob.pe/buscador-publico/contrataciones/95022,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377150,1,2026-09-16T19:29:04-05:00,18/09/2026 12:00:00
95014,CM-867-2026-HRC-UL-ADQ,Vigente,Servicio,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-16T16:53:02-05:00,2026-09-21T12:00:00-05:00,"3 d, 17 h restantes",,,"CONTRATACION DEL SERVICIO DE ACCESO DEDICADO A INTERNET, SEGURIDAD Y ADMINISTRACION DE ANCHO DE BANDA PARA EL HOSPITAL REGIONAL CUSCO (EXP. 17113)",https://prod6.seace.gob.pe/buscador-publico/contrataciones/95014,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377072,1,2026-09-17T18:32:47-05:00,21/09/2026 12:00:00
95013,CM-431-2026-MIDAGRI-OGA-OA,Vigente,Servicio,MINISTERIO DE DESARROLLO AGRARIO Y RIEGO,,CUSCO,LA CONVENCION,SANTA ANA,2026-09-16T16:46:43-05:00,2026-09-18T17:00:00-05:00,"1 d, 23 h restantes",,,"Servicio de diseño, montaje y desmontaje de estructuras temporales (Stands) para feria.",https://prod6.seace.gob.pe/buscador-publico/contrataciones/95013,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/377091,1,2026-09-16T17:08:13-05:00,18/09/2026 17:00:00
94929,CM-958-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T15:04:20-05:00,2026-09-23T10:00:00-05:00,"6 d, 16 h restantes",,,REQUERIMIENTO DE MATERIALES PARA INSTALACIONES SANITARIAS. COT-696,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94929,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376718,1,2026-09-16T17:08:13-05:00,23/09/2026 10:00:00
94888,CM-957-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T14:28:45-05:00,2026-09-18T13:00:00-05:00,"1 d, 19 h restantes",,,REQUERIMIENTO DE MATERIALES PARA REPARACION. COT-707,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94888,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376662,1,2026-09-16T17:08:13-05:00,18/09/2026 13:00:00
94900,CM-956-2026-HRGDV-A,Vigente,Servicio,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T12:56:43-05:00,2026-09-18T13:00:00-05:00,"1 d, 23 h restantes",,,REQUERIMIENTO DE SERVICIO DE REFRIGERIO . COT-740,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94900,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376554,1,2026-09-16T13:53:02-05:00,18/09/2026 13:00:00
94876,CM-955-2026-HRGDV-A,Vigente,Servicio,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T12:49:52-05:00,2026-09-18T13:00:00-05:00,"1 d, 23 h restantes",,,REQUERIMIENTO DE SERVICIO DE REFRIGERIO . COT-739,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94876,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376545,1,2026-09-16T13:53:02-05:00,18/09/2026 13:00:00
94879,CM-954-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T12:42:38-05:00,2026-09-22T13:00:00-05:00,"5 d, 23 h restantes",,,REQUERIMIENTO DE TONER TN-323. COT-738,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94879,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376510,1,2026-09-16T13:53:02-05:00,22/09/2026 13:00:00
94831,CM-953-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T12:37:40-05:00,2026-09-23T13:00:00-05:00,"6 d, 23 h restantes",,,REQUERIMIENTO DE MATERIALES DE ESCRITORIO COT-719,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94831,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376214,1,2026-09-16T13:53:02-05:00,23/09/2026 13:00:00
94828,CM-952-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T11:01:26-05:00,2026-09-22T13:00:00-05:00,"5 d, 23 h restantes",,,REQUERIMIENTO DE MATERIALES DE OSTEOSINTESIS (CLAVO INTRAMEDULAR). COT-728,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94828,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376204,1,2026-09-16T13:53:02-05:00,22/09/2026 13:00:00
94823,CM-951-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T10:55:34-05:00,2026-09-22T13:00:00-05:00,"5 d, 23 h restantes",,,"REQUERIMIENTO DE MATERIALES DE OSTEOSINTESIS (BROCA, PLACA, TORNILLO). COT-735",https://prod6.seace.gob.pe/buscador-publico/contrataciones/94823,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376170,1,2026-09-16T13:53:02-05:00,22/09/2026 13:00:00
94820,CM-950-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T10:45:22-05:00,2026-09-22T13:00:00-05:00,"5 d, 23 h restantes",,,"REQUERIMIENTO DE MATERIALES DE OSTEOSINTESIS (CLAVO, SUTURA). COT-945",https://prod6.seace.gob.pe/buscador-publico/contrataciones/94820,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376154,1,2026-09-16T13:53:02-05:00,22/09/2026 13:00:00
94796,CM-949-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T10:37:08-05:00,2026-09-22T13:00:00-05:00,"5 d, 23 h restantes",,,"REQUERIMIENTO DE MATERIALES DE OSTEOSINTESIS ( PLACA, TORNILLO). COT-734",https://prod6.seace.gob.pe/buscador-publico/contrataciones/94796,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376122,1,2026-09-16T13:53:02-05:00,22/09/2026 13:00:00
94793,CM-948-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T10:25:25-05:00,2026-09-22T12:00:00-05:00,"5 d, 22 h restantes",,,"REQUERIMIENTO DE MATERIALES DE OSTEOSINTESIS (BROCA, CLAVO, PLACA, TORNILLO). COT-736",https://prod6.seace.gob.pe/buscador-publico/contrataciones/94793,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376088,1,2026-09-16T13:53:02-05:00,22/09/2026 12:00:00
94768,CM-1339-2026-GRA/AUTODEMA,Vigente,Servicio,GOBIERNO REGIONAL DE AREQUIPA - PROYECTO ESPECIAL MAJES-SIGUAS  AUTODEMA,,CUSCO,ESPINAR,CONDOROMA,2026-09-16T09:47:58-05:00,2026-09-21T10:00:00-05:00,"5 d, 0 h restantes",,,SERVICIO DE CAPACITACION TECNICA EN MANEJO Y BUENAS PRACTICAS DE TRUCHICULTURA - PEDIDO 779,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94768,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/376004,1,2026-09-16T09:56:48-05:00,21/09/2026 10:00:00
94767,CM-947-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-16T09:46:16-05:00,2026-09-21T18:00:00-05:00,"5 d, 8 h restantes",,,REQUERIMIENTO DE INSUMO MEDICO (ASPIRADOR MANUAL ENDOUTERINO AMEU) PARA EL SERVICIO DE OBSTETRICIA DEL HRGDV-ABANCAY.,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94767,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/375982,1,2026-09-16T09:56:48-05:00,21/09/2026 18:00:00
94517,CM-944-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-15T14:19:03-05:00,2026-09-21T08:00:00-05:00,"5 d, 15 h restantes",,,REQUERIMIENTO DE GAS PROPANO COT-716,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94517,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/375008,1,2026-09-15T16:17:53-05:00,21/09/2026 08:00:00
94494,CM-943-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-15T14:09:59-05:00,2026-09-21T10:00:00-05:00,"3 d, 18 h restantes",,,REQUERIMIENTO DE ARNES DE SEGURIDAD. COT-715,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94494,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/374975,1,2026-09-17T15:19:02-05:00,21/09/2026 10:00:00
94472,CM-940-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-15T12:42:38-05:00,2026-09-18T13:00:00-05:00,21 h restantes,,,"REQUERIMIENTO DE REACTIVOS DE LABORATORIO (VIH 1-2 P24 METODO QUIMIOLUMINISCENCIA, HEPATITIS B ANTICUERPO) COT-733",https://prod6.seace.gob.pe/buscador-publico/contrataciones/94472,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/374844,1,2026-09-17T15:19:02-05:00,18/09/2026 13:00:00
94454,CM-935-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-15T12:26:25-05:00,2026-09-17T09:00:00-05:00,"1 d, 19 h restantes",,,REQUERIMIENTO DE INSUMOS MEDICOS MATERIALES DE TRAUMATOLOGIA (SET DE FIJACION EXTERNA PARA TIBIA). COT-727,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94454,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/374776,1,2026-09-15T13:10:17-05:00,17/09/2026 09:00:00
94447,CM-936-2026-HRGDV-A,Vigente,Bien,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,,APURIMAC,ABANCAY,ABANCAY,2026-09-15T12:10:27-05:00,2026-09-17T09:00:00-05:00,"1 d, 19 h restantes",,,REQUERIMIENTO DE INSUMOS MEDICOS MATERIALES DE TRAUMATOLOGIA (SUTURA DE POLIETILENO). COT-724,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94447,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/374708,1,2026-09-15T13:10:17-05:00,17/09/2026 09:00:00
94272,CM-1324-2026-GRA/AUTODEMA,Vigente,Servicio,GOBIERNO REGIONAL DE AREQUIPA - PROYECTO ESPECIAL MAJES-SIGUAS  AUTODEMA,,CUSCO,ESPINAR,CONDOROMA,2026-09-15T08:10:47-05:00,2026-09-21T10:00:00-05:00,"3 d, 18 h restantes",,,SERVICIO DE ALIMENTACION DE PERSONAL PARA EJECUCION DE FICHA DE MANTENIMIENTO - PEDIDO 864,https://prod6.seace.gob.pe/buscador-publico/contrataciones/94272,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/373982,1,2026-09-17T15:19:02-05:00,21/09/2026 10:00:00
94242,CM-866-2026-HRC-UL-ADQ,Vigente,Bien,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,,CUSCO,CUSCO,CUSCO,2026-09-14T18:30:54-05:00,2026-09-16T10:00:00-05:00,"1 d, 13 h restantes",,,ADQUISICION DE PAPEL TERMICO DE IMPRESION PARA ELECTROCARDIOGRAMA (EXP. 18258),https://prod6.seace.gob.pe/buscador-publico/contrataciones/94242,https://prod6.seace.gob.pe/v1/s8uit-services/archivo/archivos-publico/descargar-archivo-contrato/373841,1,2026-09-14T20:26:02-05:00,16/09/2026 10:00:00
